   Point ID     ,  Hz.(� ' "),  V.(� ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
145             ,  325 40 32 ,  103 48 04,      5.102,      0.000,      0.000,       -2.794,        4.092,     -1.217
146             ,  316 54 57 ,  106 02 35,      4.259,      0.000,      0.000,       -2.796,        2.990,     -1.177
147             ,  316 55 00 ,   90 25 36,      4.071,      0.000,      0.000,       -2.780,        2.973,     -0.030
148             ,  316 55 06 ,   74 58 50,      4.192,      0.000,      0.000,       -2.765,        2.957,      1.086
149             ,  316 55 08 ,   62 10 54,      4.559,      0.000,      0.000,       -2.754,        2.945,      2.128
150             ,  316 55 00 ,   51 10 07,      5.146,      0.000,      0.000,       -2.738,        2.928,      3.227
151             ,  316 55 09 ,   40 52 47,      6.081,      0.000,      0.000,       -2.718,        2.907,      4.597
152             ,  316 55 06 ,   32 44 50,      7.299,      0.000,      0.000,       -2.697,        2.884,      6.139
153             ,  316 54 48 ,   27 39 50,      8.443,      0.000,      0.000,       -2.678,        2.863,      7.478
154             ,  312 11 04 ,   26 39 44,      8.088,      0.000,      0.000,       -2.689,        2.437,      7.228
155             ,  312 10 58 ,   33 12 10,      6.683,      0.000,      0.000,       -2.712,        2.457,      5.592
156             ,  312 10 56 ,   42 52 21,      5.424,      0.000,      0.000,       -2.735,        2.478,      3.975
157             ,  312 11 04 ,   52 45 59,      4.659,      0.000,      0.000,       -2.749,        2.491,      2.819
158             ,  312 11 03 ,   63 50 44,      4.154,      0.000,      0.000,       -2.763,        2.504,      1.831
159             ,  312 11 02 ,   73 18 46,      3.901,      0.000,      0.000,       -2.769,        2.509,      1.120
160             ,  312 11 01 ,   84 23 29,      3.767,      0.000,      0.000,       -2.778,        2.518,      0.368
161             ,  312 10 57 ,   96 30 09,      3.789,      0.000,      0.000,       -2.790,        2.528,     -0.429
162             ,  312 11 05 ,  107 06 53,      3.954,      0.000,      0.000,       -2.800,        2.538,     -1.164
163             ,  296 12 17 ,  109 29 38,      3.320,      0.000,      0.000,       -2.808,        1.382,     -1.108
164             ,  296 12 25 ,   89 08 00,      3.112,      0.000,      0.000,       -2.792,        1.374,      0.047
165             ,  296 12 28 ,   66 12 55,      3.381,      0.000,      0.000,       -2.776,        1.366,      1.363
166             ,  296 12 29 ,   49 28 10,      4.050,      0.000,      0.000,       -2.762,        1.359,      2.632
167             ,  296 12 27 ,   39 29 35,      4.820,      0.000,      0.000,       -2.750,        1.354,      3.720
168             ,  296 12 26 ,   29 45 27,      6.135,      0.000,      0.000,       -2.732,        1.345,      5.326
169             ,  296 12 27 ,   23 56 59,      7.465,      0.000,      0.000,       -2.719,        1.338,      6.822
170             ,  296 12 05 ,   22 24 09,      7.936,      0.000,      0.000,       -2.714,        1.335,      7.337
171             ,  287 13 48 ,   21 06 59,      7.913,      0.000,      0.000,       -2.723,        0.844,      7.381
172             ,  287 13 51 ,   28 40 27,      5.982,      0.000,      0.000,       -2.741,        0.850,      5.248
173             ,  287 13 52 ,   34 56 34,      5.031,      0.000,      0.000,       -2.752,        0.854,      4.124
174             ,  287 13 55 ,   46 00 50,      4.023,      0.000,      0.000,       -2.765,        0.858,      2.794
175             ,  287 13 55 ,   64 23 42,      3.228,      0.000,      0.000,       -2.780,        0.862,      1.395
176             ,  287 13 56 ,   85 05 52,      2.934,      0.000,      0.000,       -2.792,        0.866,      0.251
