   Point ID     ,  Hz.(� ' "),  V.(� ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
208             ,  127 42 49 ,  105 50 44,      3.008,      0.000,      0.000,        2.289,       -1.770,     -0.821
209             ,  126 22 03 ,  102 24 33,      3.100,      0.000,      0.000,        2.438,       -1.795,     -0.666
210             ,  118 19 52 ,  106 57 47,      2.820,      0.000,      0.000,        2.374,       -1.280,     -0.823
211             ,  110 11 22 ,  106 25 31,      2.761,      0.000,      0.000,        2.486,       -0.914,     -0.781
212             ,   98 15 41 ,  108 38 22,      2.677,      0.000,      0.000,        2.510,       -0.364,     -0.856
213             ,   88 40 17 ,  109 40 58,      2.698,      0.000,      0.000,        2.539,        0.059,     -0.909
214             ,  122 37 04 ,   76 01 27,      3.443,      0.000,      0.000,        2.814,       -1.801,      0.832
215             ,  122 37 24 ,   82 56 54,      3.264,      0.000,      0.000,        2.728,       -1.746,      0.401
216             ,  124 10 44 ,   92 53 34,      3.144,      0.000,      0.000,        2.598,       -1.764,     -0.159
217             ,  124 06 30 ,   99 52 27,      3.084,      0.000,      0.000,        2.515,       -1.704,     -0.529
218             ,  113 53 49 ,  101 22 32,      2.846,      0.000,      0.000,        2.551,       -1.130,     -0.561
219             ,  112 46 24 ,   90 33 40,      2.904,      0.000,      0.000,        2.677,       -1.124,     -0.028
220             ,  110 13 48 ,   78 45 48,      3.075,      0.000,      0.000,        2.830,       -1.043,      0.599
221             ,   94 41 13 ,   82 34 44,      2.872,      0.000,      0.000,        2.838,       -0.233,      0.371
222             ,   94 41 27 ,   95 33 28,      2.706,      0.000,      0.000,        2.684,       -0.220,     -0.262
223             ,   94 40 58 ,  105 43 11,      2.680,      0.000,      0.000,        2.571,       -0.211,     -0.726
224             ,   79 06 00 ,  105 56 50,      2.763,      0.000,      0.000,        2.609,        0.502,     -0.759
225             ,   79 06 05 ,   97 27 16,      2.780,      0.000,      0.000,        2.706,        0.521,     -0.361
226             ,   79 05 41 ,   86 54 52,      2.889,      0.000,      0.000,        2.833,        0.546,      0.155
227             ,   67 13 31 ,   89 26 54,      3.094,      0.000,      0.000,        2.852,        1.197,      0.030
228             ,   67 13 32 ,  105 37 43,      2.984,      0.000,      0.000,        2.650,        1.112,     -0.804
229             ,   67 13 32 ,   84 52 52,      3.125,      0.000,      0.000,        2.870,        1.205,      0.279
230             ,   67 13 55 ,   68 17 41,      3.347,      0.000,      0.000,        2.867,        1.203,      1.238
231             ,   67 13 57 ,   52 33 51,      3.910,      0.000,      0.000,        2.863,        1.201,      2.377
232             ,   67 14 04 ,   41 17 00,      4.694,      0.000,      0.000,        2.856,        1.198,      3.527
233             ,   67 14 04 ,   33 48 05,      5.564,      0.000,      0.000,        2.854,        1.198,      4.623
234             ,   67 14 21 ,   27 35 31,      6.705,      0.000,      0.000,        2.864,        1.201,      5.942
235             ,   84 05 55 ,   25 39 28,      6.624,      0.000,      0.000,        2.853,        0.295,      5.971
236             ,   84 05 48 ,   30 22 15,      5.671,      0.000,      0.000,        2.852,        0.295,      4.893
237             ,   84 05 46 ,   35 54 32,      4.887,      0.000,      0.000,        2.851,        0.295,      3.958
238             ,   84 05 47 ,   45 25 26,      4.027,      0.000,      0.000,        2.853,        0.295,      2.826
239             ,   84 05 48 ,   57 51 28,      3.391,      0.000,      0.000,        2.856,        0.295,      1.804
240             ,   84 05 45 ,   68 43 19,      3.085,      0.000,      0.000,        2.859,        0.296,      1.119
241             ,  103 01 42 ,   75 53 01,      3.026,      0.000,      0.000,        2.859,       -0.662,      0.738
242             ,  103 01 33 ,   62 44 03,      3.291,      0.000,      0.000,        2.850,       -0.659,      1.508
243             ,  103 01 30 ,   49 03 36,      3.865,      0.000,      0.000,        2.845,       -0.658,      2.533
244             ,  103 01 17 ,   41 56 51,      4.365,      0.000,      0.000,        2.843,       -0.657,      3.246
245             ,  106 26 32 ,   32 11 29,      5.570,      0.000,      0.000,        2.846,       -0.840,      4.714
246             ,   96 50 47 ,   25 04 52,      6.758,      0.000,      0.000,        2.844,       -0.342,      6.121
247             ,  122 48 38 ,   29 27 38,      6.879,      0.000,      0.000,        2.844,       -1.833,      5.990
248             ,  121 39 18 ,   33 44 07,      6.012,      0.000,      0.000,        2.842,       -1.752,      5.000
249             ,  119 29 47 ,   47 13 06,      4.447,      0.000,      0.000,        2.841,       -1.607,      3.020
250             ,  119 29 43 ,   55 55 02,      3.943,      0.000,      0.000,        2.842,       -1.608,      2.210
251             ,  119 29 48 ,   64 40 51,      3.609,      0.000,      0.000,        2.839,       -1.606,      1.543
252             ,  119 29 48 ,   73 07 54,      3.404,      0.000,      0.000,        2.835,       -1.604,      0.988
253             ,   67 54 05 ,   25 29 32,      7.023,      0.000,      0.000,        2.801,        1.137,      6.339
254             ,   68 43 53 ,   20 28 37,      7.502,      0.000,      0.000,        2.446,        0.952,      7.028
255             ,   69 20 59 ,   16 39 20,      7.961,      0.000,      0.000,        2.135,        0.805,      7.627
256             ,   91 36 16 ,   15 03 12,      7.974,      0.000,      0.000,        2.070,       -0.058,      7.700
257             ,   91 22 59 ,   19 35 34,      7.381,      0.000,      0.000,        2.474,       -0.060,      6.953
258             ,   91 23 06 ,   23 50 31,      6.906,      0.000,      0.000,        2.791,       -0.067,      6.317
259             ,  115 25 06 ,   22 20 39,      7.377,      0.000,      0.000,        2.533,       -1.204,      6.823
260             ,  101 04 00 ,   15 19 00,      7.978,      0.000,      0.000,        2.068,       -0.405,      7.694
261             ,    9 04 27 ,   89 53 54,      0.974,      0.000,      0.000,        0.154,        0.962,      0.002
262             ,  206 33 01 ,  137 12 25,          0,      0.000,      0.000,            0,            0,          0
263             ,  206 32 59 ,  137 12 25,      2.054,      0.000,      0.000,       -0.624,       -1.248,     -1.507
